text,type,count-occurences-total,count-documents
0.143,CARDINAL,1,1
0.608,CARDINAL,1,1
V2,ORG,1,1
0.162,CARDINAL,2,1
0.159,CARDINAL,1,1
0.502,CARDINAL,2,1
0.177,CARDINAL,5,1
V3 0.375,CARDINAL,1,1
0.245,PRODUCT,1,1
V3,CARDINAL,5,1
0.149,CARDINAL,2,1
0.200,CARDINAL,1,1
V4,CARDINAL,7,1
0.228,CARDINAL,3,1
0.113,CARDINAL,1,1
0.728,CARDINAL,1,1
0.079 0.080,CARDINAL,1,1
V5 0.076,CARDINAL,1,1
0.855,CARDINAL,1,1
0.069,CARDINAL,2,1
V5,CARDINAL,5,1
0.190,CARDINAL,1,1
0.478,CARDINAL,1,1
0.484,CARDINAL,1,1
0.600,CARDINAL,1,1
0.127,CARDINAL,1,1
0.790,CARDINAL,1,1
0.086,CARDINAL,2,1
0.063,CARDINAL,1,1
0.061,CARDINAL,1,1
V8,CARDINAL,9,1
0.313,CARDINAL,1,1
0.236,CARDINAL,2,1
0.451,CARDINAL,1,1
0.227,CARDINAL,1,1
0.254,CARDINAL,1,1
0.255,CARDINAL,1,1
Md C3:,PERSON,1,1
V1,CARDINAL,6,1
0.346,CARDINAL,3,1
0.353,CARDINAL,1,1
0.647,CARDINAL,1,1
V2 0.230,CARDINAL,1,1
0.530,CARDINAL,1,1
0.256,CARDINAL,2,1
0.814 0.186,CARDINAL,1,1
0.678,CARDINAL,1,1
V3,PRODUCT,1,1
0.252,CARDINAL,1,1
0.748,CARDINAL,1,1
0.538,CARDINAL,1,1
0.166,CARDINAL,2,1
0.672,CARDINAL,1,1
0.680,CARDINAL,1,1
0.320,CARDINAL,2,1
0.500,CARDINAL,3,1
0.204,CARDINAL,3,1
0.480,CARDINAL,1,1
V5 0.568,DATE,1,1
0.432,CARDINAL,1,1
0.266,CARDINAL,2,1
0.422,CARDINAL,2,1
0.312,CARDINAL,1,1
0.883,CARDINAL,1,1
0.295 0.705,CARDINAL,1,1
V7 0.412,CARDINAL,1,1
0.268,CARDINAL,1,1
V7,CARDINAL,2,1
0.337,CARDINAL,1,1
0.663 V7 0.384,PERCENT,1,1
0.616,CARDINAL,1,1
0.424,CARDINAL,1,1
0.229,CARDINAL,1,1
0.347,CARDINAL,1,1
0.823,CARDINAL,1,1
0.699,CARDINAL,1,1
0.301,CARDINAL,1,1
Qf,PERSON,2,1
Qualiﬁed,ORG,1,1
LD,GPE,1,1
34:5479–5495 5489,CARDINAL,1,1
Simulation 2,LAW,1,1
Table 7 Constructed,WORK_OF_ART,1,1
VL,ORG,1,1
L,NORP,1,1
VH,GPE,1,1
Table 8,FAC,2,2
VL L M H,ORG,1,1
0.362 5.707,CARDINAL,1,1
0.240 5.532,CARDINAL,1,1
0.375,CARDINAL,1,1
0.380,CARDINAL,1,1
5.258,CARDINAL,1,1
5.464,CARDINAL,1,1
3.646,CARDINAL,1,1
V6 0.153,CARDINAL,1,1
0.363,CARDINAL,1,1
0.312 5.830,CARDINAL,1,1
V7 0.384,PRODUCT,1,1
3.855,CARDINAL,1,1
0.264,CARDINAL,3,1
5.290,CARDINAL,1,1
Cluster Improvement,PERSON,2,1
SOM Fuzzy,PERSON,1,1
Fuzzy kmeans SOM Fuzzy,PERSON,1,1
Fuzzy kmeans,PERSON,1,1
21%,PERCENT,2,1
41%,PERCENT,1,1
53%,PERCENT,2,1
31%,PERCENT,2,1
79%,PERCENT,1,1
136%,PERCENT,1,1
49%,PERCENT,1,1
116%,PERCENT,1,1
68%,PERCENT,1,1
36%,PERCENT,2,1
73%,PERCENT,1,1
99%,PERCENT,1,1
121%,PERCENT,1,1
48%,PERCENT,1,1
43%,PERCENT,1,1
46%,PERCENT,1,1
92%,PERCENT,1,1
34:5479–5495 5491,DATE,1,1
F2,PRODUCT,1,1
F3,CARDINAL,1,1
Table 10 Input,FAC,1,1
Acp LD,PERSON,1,1
MD Acp,PERSON,1,1
Md Acp Acc,PERSON,1,1
1 10.00,CARDINAL,1,1
S2,CARDINAL,1,1
0.90,ORG,1,1
0.90,TIME,1,1
8.75,CARDINAL,1,1
0.05 0.05,DATE,1,1
8.91,CARDINAL,1,1
8.38,CARDINAL,1,1
2.17,CARDINAL,2,1
0.10 1.94,CARDINAL,1,1
1.55,CARDINAL,1,1
10.00,CARDINAL,2,1
8.75,MONEY,1,1
8.91 8.38,CARDINAL,1,1
1.94,MONEY,1,1
2.00,CARDINAL,1,1
8.00,CARDINAL,1,1
12.00,CARDINAL,1,1
S1 S2,PRODUCT,1,1
S4 S5 S6 S7 S8,PRODUCT,1,1
5492,DATE,1,1
Ethical,ORG,1,1
Rehmani MH,PERSON,1,1
Zeadally S,PERSON,1,1
Table 11 Evaluations,ORG,1,1
F21 F22 F23,PRODUCT,1,1
F210 F51,PERSON,1,1
F53 F54,PERSON,1,1
Iet Iet,NORP,1,1
Crc Ng MiE Crc,ORG,1,1
V2 LFn,CARDINAL,1,1
LFn,PRODUCT,1,1
Crc Osd,ORG,1,1
Iet Ioa Ioa,ORG,1,1
MaE,DATE,1,1
V4,PRODUCT,1,1
Ng Crc,PERSON,1,1
LFn,DATE,2,1
Iet Iet Fn Mp,NORP,1,1
V6,CARDINAL,1,1
Iet,NORP,1,1
Crc Ng,PERSON,1,1
V7 Osd MiE Crc MiE,PRODUCT,1,1
V8 Mp Ioa Iet Mp,PRODUCT,1,1
Crc Crc,PERSON,1,1
F14 F15,PERSON,1,1
F35,PRODUCT,1,1
V2,CARDINAL,1,1
V2 AE VHE AE AE LE,ORG,1,1
Hd Ra V3 VLE VHE VLE AE AE,PERSON,1,1
VHd,PRODUCT,1,1
V4 AE VLE,PRODUCT,1,1
V5 VLE LE,PRODUCT,1,1
V6 Ra,PERSON,1,1
V7 Hd,PRODUCT,1,1
Ra V7,ORG,1,1
F1 Feature,PERSON,1,1
F2 Feature,PRODUCT,1,1
F3 Feature,PRODUCT,1,1
34:5479–5495 5493,DATE,1,1
Aminifar F,PERSON,1,1
Rahmatian F,PERSON,1,1
Sˇkrinjar,ORG,1,1
359–366 4,DATE,1,1
Gao Y,PERSON,1,1
https://doi.org/10.1016/j.compeleceng.2019.01.019,ORG,1,1
Yu X,PERSON,1,1
Yen GG,PERSON,1,1
Appl Soft Comput,PERSON,1,1
2020.106857,CARDINAL,1,1
Hang Wang B,PERSON,1,1
Bo Wang D,PERSON,1,1
Anwar Ali Z,PERSON,1,1
Ting Ting B,PERSON,1,1
Wang H,PERSON,1,1
Meas Control 52(8):731–739,ORG,1,1
Yan F,PERSON,1,1
Zhu X,PERSON,1,1
Zhou Z,PERSON,1,1
Pythagorean,NORP,1,1
1177/0954410019829368,DATE,1,1
Access 7:48572–48634,PRODUCT,1,1
2909530,CARDINAL,1,1
Kurnaz S,PERSON,1,1
Cetin O,PERSON,1,1
Kaynak O,PERSON,1,1
37(2):1229–1234,CARDINAL,1,1
10.1016,CARDINAL,5,2
Yang TW,PERSON,1,1
al (2012,PERSON,1,1
2012 19th,DATE,1,1
2012 11,DATE,1,1
Fallahi K,PERSON,1,1
Leung H,PERSON,1,1
Chandana S,ORG,1,1
4335–4340,CARDINAL,1,1
2009.5346794,CARDINAL,1,1
Zhao D,PERSON,1,1
Zhang F,PERSON,1,1
Jia L,PERSON,1,1
Cmeans,NORP,1,1
406–409,CARDINAL,1,1
Zhao S,PERSON,1,1
Wang X,PERSON,1,1
Chen L,PERSON,1,1
Xie W,PERSON,1,1
RRT,ORG,1,1
188–195,CARDINAL,1,1
2020.9213964,CARDINAL,1,1
Ernest ND,PERSON,1,1
Cohen K,PERSON,1,1
Woz´niak M,ORG,1,1
Połap D (,ORG,1,1
Trans Ind Inf,ORG,1,1
Goswami M,PERSON,1,1
Prateek,PERSON,1,1
1162,DATE,1,1
981,CARDINAL,1,1
Simon J,PERSON,1,1
15th,ORDINAL,1,1
151–155,CARDINAL,1,1
8080543,CARDINAL,1,1
Korytkowski M,ORG,1,1
Scherer,ORG,1,1
Szajerman D,PERSON,1,1
Wozniak M,PERSON,2,1
Ansari RI,PERSON,1,1
Ashraf N,ORG,1,1
2020-May,DATE,1,1
Anavatti SG,ORG,2,1
Garratt MA,PERSON,1,1
Pratama M,PERSON,2,1
2018-January,DATE,1,1
8280969,CARDINAL,1,1
Dorzhigulov A,PERSON,1,1
Spencer BF,PERSON,1,1
Kim J,PERSON,1,1
James AP,PERSON,1,1
ANFIS,ORG,1,1
Analog Integr Circuits,PERSON,1,1
Signal Process 95(3):435–445,ORG,1,1
Ercan C,ORG,1,1
Sep. 2018 24,DATE,1,1
Sah B,PERSON,1,1
greyDEMATEL,ORG,1,1
Comput Ind Eng,ORG,1,1
https://doi.org/10,PERSON,1,1
Yang Z,PERSON,1,1
Pan C,ORG,1,1
Wang K,PERSON,1,1
ShikhBahaei M,ORG,1,1
Garratt M,PERSON,1,1
EAIS 2013,LAW,1,1
2013,CARDINAL,2,2
106–113,CARDINAL,1,1
Sedjelmaci H,ORG,1,1
Senouci SM,PERSON,1,1
42:393–410,CARDINAL,1,1
Zhong Y,PERSON,1,1
Yao P,PERSON,1,1
Xitong Gongcheng Lilun yu,PERSON,1,1
Shijian/System Eng,ORG,1,1
36(11):2984–2992,CARDINAL,1,1
6788(2016)11-2984-09,DATE,1,1
Zielonka A,ORG,1,1
Sikora A,PERSON,1,1
Piran MJ,GPE,1,1
Alamri A,PERSON,1,1
IoT,ORG,4,2
3044940,CARDINAL,1,1
Ali HM,PERSON,1,1
Massan SUR,PERSON,1,1
Tecnologı´a,NORP,1,1
Glosas de innovacio´n,PERSON,1,1
85–105,CARDINAL,1,1
Mulier FM,ORG,1,1
2nd edn,DATE,1,1
Wiley,PERSON,2,2
Gustafson DE,PERSON,1,1
Kessel WC,PERSON,1,1
1978,DATE,1,1
761–766,CARDINAL,1,1
1978.268028,CARDINAL,1,1
Geva AB,ORG,1,1
Zadeh LA,ORG,2,1
1965,DATE,1,1
Inf Control 8(3):338–353,PRODUCT,1,1
doi.org/10.1016/S0019-9958(65)90241-X,CARDINAL,1,1
Zimmermann HJ,ORG,1,1
Karas¸an A,ORG,1,1
Kahraman C,ORG,1,1
EDAS,ORG,1,1
Adv Intell Syst Comput,PERSON,1,1
642:343–357,CARDINAL,1,1
"https://doi.org/10.1007/978-3-319-66824-6_31 
43",PERSON,1,1
Bezdek JC,ORG,1,1
1981,DATE,1,1
Jouffe L,PERSON,1,1
493904,CARDINAL,1,1
Mamdani EH,PERSON,1,1
Assilian S,PERSON,1,1
Mach Stud,PERSON,1,1
Takagi,NORP,1,1
Sugeno M,ORG,1,1
1985,DATE,1,1
6313399,DATE,1,1
9(3):426–443,CARDINAL,1,1
Zeng J,PERSON,1,1
Smith NJ,ORG,1,1
DeBusk,ORG,1,1
https://doi.org/10.2514/6.2010-3506,CARDINAL,1,1
ISO - ISO 21384-3:2019 - Unmanned,ORG,1,1
Ferra˜o IG,PERSON,1,1
53,DATE,1,1
FragaLamas P,ORG,1,1
Ramos L,PERSON,1,1
V,PERSON,1,1
Kim A,PERSON,1,1
Kim M,PERSON,1,1
Puchaty E,PERSON,1,1
Sevcovic M,PERSON,1,1
https://doi.org/10.1109/SYSOSE.2010,ORG,1,1
5544076,CARDINAL,1,1
ANSI Unmanned Aircraft Systems Standardization Collaborative,ORG,1,1
UASSC,ORG,1,1
Liu Y,PERSON,1,1
Dai HN,PERSON,1,1
Wang Q,PERSON,1,1
Shukla MK,PERSON,1,1
Imran M,ORG,1,1
Yin M,PERSON,1,1
Lin KP,PERSON,2,1
FSKD 2009,DATE,1,1
191–195,CARDINAL,1,1
https://doi.org/10.1109/FSKD.2009.84,GPE,1,1
Hung KC,PERSON,1,1
KnowledgeBased,ORG,1,1
Syst 24(6):877–889,PRODUCT,1,1
10.1016/j.knosys.2011.04.002,MONEY,1,1
Xin B,PERSON,1,1
Hua Dou L,PERSON,1,1
Chen J,PERSON,1,1
Hirota K,PERSON,1,1
Front Inf Technol Electron Eng 21(12):1671–1694,ORG,1,1
doi.org/10.1631/FITEE.2000228,PERSON,1,1
Younes AB,ORG,1,1
Cai G,PERSON,1,1
98.,CARDINAL,1,1
Elsevier Ltd,ORG,1,1
91–105,CARDINAL,1,1
03.007,CARDINAL,1,1
328,CARDINAL,3,2
Maras¸ G,PERSON,1,1
Comput Ind Eng 148:106732,ORG,1,1
"https://doi.org/10.1016/j.cie.2020.106732 
64",PRODUCT,1,1
ISO - ISO 23665:2021 - Unmanned,ORG,1,1
iso.org/standard/76592.html,PERSON,1,1
34:5479–5495 5495,DATE,1,1
Identifier 10.1109,DATE,1,1
"AHMAD H. SAWALMEH 2,3",PERSON,1,1
"ALA ALFUQAHA 4,5",PRODUCT,1,1
ZUOCHAO,ORG,1,1
DOU,ORG,1,1
EYAD ALMAITA7,ORG,1,1
KHALIL8,PERSON,1,1
NOOR SHAMSIAH,ORG,2,1
OTHMAN 2,ORG,1,1
"Fellow, IEEE",ORG,1,1
Telecommunications Engineering,ORG,1,1
Yarmouk University,ORG,4,1
21163,DATE,1,1
Universiti Tenaga Nasional,ORG,3,1
Kajang 43000,PERSON,1,1
Malaysia 3Electrical Engineering Department,ORG,1,1
College of Engineering,ORG,1,1
Northern Border University,ORG,1,1
4Information and Computing Technology,ORG,1,1
ICT,ORG,1,1
"Division, College of Science and Engineering",ORG,1,1
CSE,ORG,1,1
Hamad Bin Khalifa University,PERSON,1,1
Doha,GPE,2,1
Qatar,GPE,2,1
Computer Science,ORG,1,1
Western Michigan University,ORG,3,1
Kalamazoo,GPE,1,1
49008,DATE,1,1
"Vivo, Inc.",ORG,1,1
Palo Alto,GPE,2,1
Mechatronics Engineering,ORG,1,1
Taﬁla Technical University,ORG,2,1
Taﬁlah 66110,PERSON,1,1
Jordan 8Qatar Computing Research Institute,ORG,1,1
QCRI,ORG,2,1
HBKU,ORG,1,1
Electrical and Computer Engineering,ORG,2,1
Newark College of Engineering,ORG,1,1
New Jersey Institute of Technology,ORG,3,1
University Heights,GPE,1,1
Newark,GPE,1,1
NJ 07102,ORG,1,1
USA 10Department,ORG,1,1
University of Idaho,ORG,1,1
83844,DATE,1,1
Ala AlFuqaha,PERSON,1,1
the Qatar National Library,ORG,1,1
more than $45 Billion,MONEY,1,1
Jiankang Zhang,PERSON,1,1
the period,DATE,1,1
2000–2015,CARDINAL,1,1
48572,DATE,1,1
http://creativecommons.org/licenses/by/3.0/,PERSON,1,1
"7, 2019 
",DATE,4,1
UAV networks,PERSON,1,1
Flying AdHoc Networks,ORG,2,1
Mobile Adhoc Networks,ORG,2,1
Vehicle AdHoc Networks,ORG,1,1
AirtoGround,ORG,6,1
• Present,WORK_OF_ART,1,1
"7, 2019 48573",DATE,1,1
• Provide,PRODUCT,1,1
• Present UAV,PRODUCT,1,1
• Discuss,PRODUCT,1,1
Aquila UAV,PERSON,1,1
winter,DATE,1,1
weeks,DATE,1,1
months,DATE,1,1
XIII,GPE,1,1
Section XIV,EVENT,1,1
Part II,ORG,1,1
UAV CLASSIFICATION II,PERSON,1,1
OPPORTUNITY,ORG,1,1
PwC,WORK_OF_ART,1,1
$45 billion,MONEY,1,1
the Association for Unmanned Vehicle Systems International,ORG,1,1
more than 100,CARDINAL,1,1
$3 billion,MONEY,1,1
2027,CARDINAL,1,1
AsiaPaciﬁc,ORG,1,1
Europe,LOC,1,1
close to 80%,PERCENT,1,1
around over 11%,PERCENT,1,1
almost 9%,PERCENT,1,1
48574,DATE,1,1
Business Intelligence,ORG,1,1
$12 billion,MONEY,1,1
annual,DATE,1,1
7.6%,PERCENT,1,1
$8.5 billion,MONEY,1,1
29 million,CARDINAL,1,1
805,CARDINAL,1,1
000,CARDINAL,1,1
Bard Center,ORG,1,1
U.S. Department of Defense,ORG,1,1
$4.457 billion,MONEY,1,1
UAV CLASSIFICATION,PERSON,1,1
"7, 2019 48575",DATE,1,1
2027,DATE,3,1
24]–[26,CARDINAL,1,1
27]–[29,CARDINAL,1,1
LAP,ORG,2,1
less than 10 km,CARDINAL,1,1
VTOL,ORG,4,1
HAP,ORG,2,1
10 km,QUANTITY,1,1
Airships,PERSON,1,1
Table 3,LAW,1,1
SEARCH,PERSON,1,1
RESCUE,ORG,1,1
Tsunamis,ORG,2,1
A. UAVBASED SAR SYSTEM SAR,ORG,1,1
48576,DATE,1,1
FIGURE 5,LAW,1,1
UAV classification,PERSON,1,1
every year,DATE,2,1
the Ground Control System,ORG,1,1
"7, 2019 48577",DATE,1,1
Afterword,PERSON,1,1
Quadrotor,PERSON,2,1
FALCON,ORG,1,1
B. HOW SAR OPERATIONS UTILIZE UAVs SAR,ORG,1,1
Alcedo,GPE,2,1
Capstone,ORG,1,1
Geographic Information System,ORG,1,1
GIS,ORG,1,1
ﬁnd avalanche,PERSON,1,1
between 10-15,CARDINAL,1,1
Figures 8 and 9,DATE,1,1
48578,DATE,1,1
Hurricanes,GPE,1,1
IR,ORG,5,1
Support Vector Machine,ORG,1,1
SVM,ORG,3,1
"7, 2019 48579",DATE,1,1
• Design,ORG,1,1
• New,PRODUCT,1,1
• Algorithms,PERSON,1,1
• More accurate localization,PRODUCT,1,1
LiDAR,ORG,3,1
48580,DATE,1,1
FIGURE 11,LAW,1,1
VTOL Quadrotor,ORG,1,1
LIDAR,ORG,2,1
ﬁle,PERSON,6,1
mosaic,PRODUCT,1,1
"7, 2019 48581",DATE,1,1
Arctic,LOC,3,1
Aerosonde,ORG,3,1
−20,GPE,1,1
Barrow,GPE,1,1
Alaska,GPE,1,1
48 hours,TIME,1,1
Typhoon Longwang,PERSON,1,1
The 10 hours,TIME,1,1
48582,DATE,1,1
1) microfourthirds,QUANTITY,1,1
a sunny day,DATE,1,1
1),MONEY,2,1
"7, 2019 48583",DATE,1,1
UAV remote,PERSON,1,1
NDVI,ORG,5,1
FSO,ORG,5,1
• Battery,PRODUCT,2,1
• UAV,PRODUCT,3,1
UAV regulations,PERSON,1,1
48584,DATE,1,1
• Image,PRODUCT,1,1
section II,LAW,1,1
about 45%,PERCENT,1,1
GSM,ORG,2,1
86]–[89,CARDINAL,1,1
TIR,ORG,4,1
"7, 2019 48585",DATE,1,1
• Oil,PRODUCT,1,1
Paciﬁc Gas and Electric Company,ORG,1,1
PG&E,ORG,2,1
"70,000",CARDINAL,1,1
Cyberhawk,ORG,2,1
"more than 5,000",CARDINAL,1,1
BlueVu,PERSON,1,1
• Critical,ORG,1,1
AT&T,ORG,2,1
"about 65,000",CARDINAL,1,1
AT&T Labs,ORG,1,1
Qualcomm,GPE,1,1
Honeywell InView,ORG,2,1
the Intel Falcon,ORG,1,1
Honeywell,ORG,2,1
• Infrastructure internal inspection,ORG,1,1
Maverick,PERSON,2,1
Flyability ELIOS,ORG,1,1
CAD,ORG,1,1
• Extreme,PRODUCT,1,1
C. CHALLENGES,PERSON,2,1
sUAVs,ORG,1,1
48586,DATE,1,1
UAV sensor technology,PERSON,1,1
Precision Agriculture,ORG,1,1
Convolutional Neural Networks,ORG,1,1
HSV,ORG,1,1
PA,GPE,6,1
"7, 2019 48587",DATE,1,1
112]–[114,CARDINAL,1,1
• Plant,PRODUCT,1,1
U.S.,GPE,3,1
about $33 billion,MONEY,1,1
• Residue,ORG,1,1
more than 95%,PERCENT,1,1
77%,PERCENT,1,1
• Field,ORG,1,1
• Crop,PRODUCT,1,1
UAV visual,PERSON,1,1
Lundavra,GPE,1,1
83.5%,PERCENT,1,1
48588,DATE,1,1
Thailand,GPE,1,1
midseason,PERSON,1,1
• Thermal,PRODUCT,2,1
"2000-$50,000",MONEY,1,1
640,CARDINAL,1,1
480,CARDINAL,1,1
• Temperature,PRODUCT,1,1
"7, 2019 48589",DATE,1,1
• UAVs,PRODUCT,4,1
less than 1 hour,TIME,1,1
Hummingbird,PERSON,1,1
the growing season,DATE,1,1
The Vegetation Indices,ORG,1,1
• Green Vegetation,PRODUCT,1,1
• Green Normalized Difference Vegetation,PRODUCT,1,1
PVI,ORG,2,1
• Enhanced Vegetation,PRODUCT,1,1
vineyards,LOC,1,1
Tetracam,ORG,1,1
TIFF,ORG,1,1
VI,ORG,1,1
Southwestern Idaho,LOC,1,1
• OrthoRectiﬁcation,PRODUCT,1,1
• Clipping of the mosaic,WORK_OF_ART,1,1
Deﬁniens Developer 7.0,ORG,1,1
48590,DATE,1,1
3p,CARDINAL,1,1
148]–[151,CARDINAL,1,1
July 2015,DATE,1,1
Wise,GPE,1,1
Virginia,GPE,1,1
eCommerce,PRODUCT,2,1
"7, 2019 48591",DATE,1,1
Tacocopter,PERSON,1,1
daylight hours,TIME,1,1
25 kg,QUANTITY,1,1
48592,DATE,1,1
WEATHER Similar,PERSON,1,1
AIR TRAFFIC,ORG,1,1
CONTROL Air,ORG,1,1
1) MACHINE,MONEY,1,1
12 grams,QUANTITY,1,1
"7, 2019 48593",DATE,1,1
Nvidia,ORG,1,1
GPSfree,ORG,1,1
the next few years,DATE,2,1
5%-8%,PERCENT,1,1
more than an hour,TIME,1,1
• Detectandavoid,PRODUCT,1,1
Thousands,CARDINAL,1,1
around 90%,PERCENT,1,1
CATEC,ORG,1,1
48594,DATE,1,1
KanadeLucasTomasi,GPE,1,1
KLT,GPE,1,1
daytime,TIME,1,1
nighttime,TIME,1,1
GraphCut,ORG,1,1
a few hours,TIME,1,1
Kansas Department of Transportation,ORG,1,1
KDOT,ORG,3,1
24-hour,TIME,1,1
up to 6 hours,TIME,1,1
1 mile,QUANTITY,1,1
Apeltauer,ORG,1,1
Multiscale Block Local Binary Patterns,ORG,1,1
MBLBP,ORG,1,1
Bootstrap,ORG,1,1
Faster,ORG,1,1
"7, 2019 48595",DATE,1,1
B. USE CASES,PERSON,1,1
• Flying Police Eyes,ORG,1,1
RSU,ORG,5,1
• Monitor,PRODUCT,1,1
• Incident,ORG,1,1
• Monitor,ORG,2,1
• Traveler,ORG,1,1
• Measurement,WORK_OF_ART,1,1
• Estimate OriginDestination,PRODUCT,1,1
The Federal Aviation Administration,ORG,1,1
"48596 VOLUME 7, 2019 
",DATE,1,1
more than 0.55,CARDINAL,1,1
TABLE 10,LAW,1,1
The ‘‘Know Before You Fly,WORK_OF_ART,1,1
Section 333 Exemption,LAW,1,1
COA,ORG,1,1
SAC,ORG,1,1
"7, 2019 48597",DATE,1,1
Law Enforcement Agencies,ORG,1,1
under 400 feet,QUANTITY,1,1
5 miles,QUANTITY,1,1
Federal UAS,ORG,1,1
section 333,LAW,1,1
Section 107.51,LAW,1,1
100 miles per hour,QUANTITY,1,1
higher than 400 feet,QUANTITY,2,1
400-foot,QUANTITY,1,1
• One,PRODUCT,1,1
up to,QUANTITY,1,1
two kilometers,QUANTITY,1,1
•,CARDINAL,1,1
• Developing,PRODUCT,1,1
• Wireless,PRODUCT,1,1
• Data,ORG,1,1
• Enabling,PRODUCT,1,1
half an hour,TIME,1,1
Zhang et al.,PERSON,1,1
• Truly,ORG,1,1
48598,DATE,1,1
USBP,ORG,1,1
AWARE,ORG,1,1
UAV node,PERSON,2,1
• Operative,PRODUCT,1,1
Afghanistan,GPE,1,1
Iraq,GPE,1,1
Pakistan,GPE,1,1
"7, 2019 48599",DATE,1,1
TABLE 11,LAW,1,1
Algorithm 1 Proposed Algorithm,FAC,1,1
2) Travel,ORG,1,1
Reached,PERSON,1,1
European Land Robot Trials,ORG,1,1
Response Robot Evaluation,LAW,1,1
the Fourier Mellin Invariant,ORG,1,1
FMI,ORG,3,1
MEC,ORG,2,1
Mobile Edge Computing,ORG,1,1
MECbased,ORG,1,1
Albatross UAV,PERSON,1,1
EMT,ORG,1,1
Luna X-2000,PERSON,1,1
• Homeland,ORG,1,1
• Algorithm,PRODUCT,1,1
48600,DATE,1,1
TABLE 12,LAW,1,1
• Select,PRODUCT,1,1
multiUAVs,PRODUCT,2,1
• Conduct,PERSON,1,1
XI,ORG,1,1
WIRELESS,ORG,1,1
CellularConnected,PRODUCT,1,1
A. AERIAL WIRELESS BASE,PRODUCT,1,1
"7, 2019 48601",DATE,1,1
UAVAided,ORG,2,1
28.a,CARDINAL,1,1
Balloon,ORG,1,1
33]–[35,CARDINAL,1,1
Helikite Balloon,ORG,1,1
the FALCON Quadrotor,ORG,1,1
28.b,CARDINAL,1,1
28.c,CARDINAL,1,1
B. CELLULARCONNECTED UAV CellularConnected,PERSON,1,1
GCS/Users,ORG,1,1
Costeffectiveness,ORG,1,1
C. UAV LINKS,PERSON,1,1
CNPC,ORG,4,1
URLLC,ORG,3,1
Lband,PERSON,1,1
960-977MHz,CARDINAL,1,1
48602,DATE,1,1
TABLE 13,LAW,1,1
5030-5091MHz,DATE,1,1
UAVbase,ORG,1,1
UAVgateway,ORG,2,1
UAVUAV,ORG,6,1
kbps,PERSON,1,1
UAVsensor,ORG,1,1
Gbps,PERSON,1,1
Table 13,FAC,1,1
UAVground,ORG,4,1
UAVtoUAV,ORG,3,1
Doppler,PERSON,3,1
"7, 2019 48603",DATE,1,1
Doppler,ORG,1,1
Ground,NORP,1,1
more than 37000,CARDINAL,1,1
Wireless InSite,ORG,1,1
LineofSight,ORG,2,1
20log(4πfcd,CARDINAL,2,1
P(LOS,GPE,2,1
LLOS,PERSON,2,1
LNLOS,ORG,2,1
LOS,ORG,2,1
NLOS,ORG,3,1
OutdoorIndoor,ORG,1,1
the International Telecommunication Union,ORG,1,1
ITU,ORG,1,1
wlog10dout + wlog10f + g1,DATE,1,1
LF,ORG,1,1
LB,ORG,2,1
LI,PERSON,1,1
g3=15,ORG,1,1
"33,it",CARDINAL,1,1
48 degrees,QUANTITY,1,1
10αlog(d,CARDINAL,1,1
2 −,CARDINAL,1,1
6 GHz,CARDINAL,1,1
Suburban,PRODUCT,1,1
Dense,GPE,1,1
1 +,DATE,1,1
θ−c,GPE,1,1
20log(dkm,DATE,2,1
"7, 2019 48605",DATE,1,1
TABLE,ORG,1,1
km,ORG,1,1
fGHz,ORG,1,1
GHz,NORP,1,1
Ls,ORG,1,1
UAV PATH,PERSON,1,1
E. UAV DEPLOYMENT STRATEGIES,PERSON,1,1
48606,DATE,1,1
QualityofService,ORG,1,1
UAVshubs,ORG,2,1
motherUAVhub,PRODUCT,1,1
UAVhub,GPE,2,1
2019 48607,DATE,1,1
NPcomplete,ORG,2,1
NPComplete,ORG,1,1
Pareto,PERSON,1,1
Genetics Algorithm,FAC,1,1
Optimal Rapidlyexploring Random Trees,ORG,1,1
F. INTERFERENCE MITIGATION,PERSON,1,1
48608,DATE,1,1
"7, 2019 48609",DATE,1,1
G. RESEARCH,PERSON,1,1
260]–[262,CARDINAL,2,1
CNO,ORG,3,1
Table 16,FAC,1,1
MIMO,NORP,1,1
SDN,ORG,29,1
48610,DATE,1,1
TABLE 16,LAW,1,1
UAV machine,PERSON,1,1
SDNbased,ORG,1,1
BDMA,ORG,2,1
265]–[267,CARDINAL,1,1
last mile,QUANTITY,1,1
UAVfree,ORG,1,1
"7, 2019 48611",DATE,1,1
RELAYS,ORG,1,1
SNR,ORG,2,1
274]–[276,CARDINAL,1,1
• We,PRODUCT,1,1
• Further,ORG,1,1
• Utilizing,ORG,1,1
CONCLUSION XII,ORG,1,1
KEY CHALLENGES A.,PERSON,1,1
48612,DATE,1,1
TABLE 17,LAW,1,1
Saha,ORG,1,1
Start of Charge,ORG,1,1
SOC,ORG,2,1
281]–[284,CARDINAL,2,1
one minute,TIME,1,1
45-60 minutes,TIME,1,1
Wang et al.,PERSON,2,1
GPS module,ORG,1,1
"7, 2019 48613",DATE,1,1
287]–[289,CARDINAL,1,1
RF Far,PRODUCT,1,1
Mostafa et al.,PERSON,1,1
288,FAC,1,1
Models,PRODUCT,1,1
the day,DATE,1,1
the night,TIME,1,1
293]–[295,CARDINAL,1,1
4) MACHINE LEARNING,MONEY,1,1
• Energy,ORG,1,1
• Energybased UAV,PRODUCT,1,1
